year;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bonaire, Saint Eustatius and Saba;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Canada;Cape Verde;Central African Republic;Chad;Chile;China;Colombia;Comoros;Congo;Cook Islands;Costa Rica;Cote dIvoire;Croatia;Cuba;Curacao;Cyprus;Czech Republic;North Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Micronesia (Federated States of);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong;Hungary;Iceland;India;Indonesia;Iraq;Ireland;Iran;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kosovo;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao;North Macedonia;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Norway;Occupied Palestinian Territory;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Bolivia;Poland;Portugal;Qatar;Cameroon;South Korea;Moldova;South Sudan;Sudan;Reunion;Romania;Russian Federation;Rwanda;Saint Helena;Saint Lucia;Sint Maarten (Dutch part);Samoa;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;Saint Kitts and Nevis;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;USA;Uruguay;Uzbekistan;Vanuatu;Venezuela;Viet Nam;Wallis and Futuna Islands;Yemen;Zambia;Zimbabwe
1980;0.4793402;1.41;18.12676513;0;1.455881997;0;0.039;29.65505736;2.188324008;0.159780182;60.19031903;14.19894419;12.61513447;2.175798284;2.151;2.073476734;0.184;26.41824421;36.8001613;0.052;0.13095682;0.119;0.006;0.123005184;4.405217964;0.269;50.74687615;0.008;1.877;21.08367185;0.118;0.04;0.078;120.8643215;0.033;0.029;0.057;6.848711;407.8864313;12.05628792;0.013;0.110679311;0.008;0.668247989;1.52;4.464536432;8.562779182;2.305261868;0.889914698;49.5612346;31.13596891;0.951151726;16.47064534;0.095;0.01;1.754096299;3.659161661;12.32970191;0.578448096;0.016;0;9.589316289;0.496037932;0.115;0;0.216271745;15.86770947;139.4435281;0.102;0.08;1.808037932;0.043;3.900800446;300.2363523;0.695430803;13.88883601;0.154;0.013;0.146;1.226147935;0.263;0.04;0.488;0.203349115;0.556210978;4.530626581;23.63775963;0.508145784;79.69216324;25.89325132;12.37941932;7.170182341;32.88589596;5.727242873;105.4675234;2.304954858;257.8789755;1.281609025;62.72498911;1.678910705;0.008;0;6.718390375;5.592543512;0.051;6.352324893;1.607466802;0;0.556102069;7.309103816;0;9.943407128;3.022260711;0.144;3.221352374;0.440485731;0.193230345;7.650817985;0.012;0.106807586;0.279;0;0.189;0.172;0.161;0;73.07419002;1.870951526;0.434983201;0.004;4.31706806;0.87294993;1.503488803;0;0.034;0.147733378;48.2073625;0.54547036;4.770435439;0.551949437;0.155615173;18.56855449;0.001;8.682336142;0;1.649;8.71494291;0;0.848147935;0.499;0.405423016;6.567876574;10.06237994;1.271553868;126.4544427;7.307177746;3.570330603;1.060574485;36.71518171;10.33609962;0.085108052;0.935327716;0.222;53.54778309;580.0123248;0.135;0;0.031;0.274952765;0.021;0.011;46.19007014;0.910600691;12.26065437;0.026;0.166;8.306;15.6972191;3.613832467;0.028;0.222;62.28639359;58.38207058;0.924836007;0;0.01;0.01;0.646674867;0.127;19.57251238;11.0509293;5.656847143;22.79116969;3.243688012;10.90508544;0;0.216821224;0.011;4.6177496;2.58333126;20.52736617;8.02639886;0;0;0.170857705;183.6800173;10.0500539;158.0336831;0.51136522;1312.363089;1.588020014;25.58936491;0.017;24.73815627;4.582160775;0;0.904344349;0.961588966;2.623895174
1981;0.539973442;2.002;12.64792087;0;1.437438323;0;0.029;27.82984228;2.150166955;0.152190205;62.81124514;15.23823508;12.38291028;0.763766359;2.325;2.152329656;0.187;25.92437094;33.72642544;0.05;0.105701674;0.106;0.007;0.117162116;4.794300878;0.275;46.56702423;0.012;0.562;21.85775114;0.152;0.043;0.082;117.2570197;0.009;0.037;0.057;6.64274423;402.971576;12.07978249;0.013;0.128472596;0.018;0.610320162;1.055;4.791653971;8.931080682;2.19575589;0.844883817;49.01627993;31.22132748;1.02495199;14.13020157;0.082;0.01;1.674465093;4.544978275;13.89265396;0.496378572;0.019;0;9.405951211;0.507643818;0.12;0;0.293988288;14.02927961;125.325389;0.089;0.09;1.791493971;0.043;3.829532108;286.1690386;0.826926553;13.68051935;0.144;0.016;0.193;1.077911291;0.27;0.039;0.491;0.207130876;0.493406968;5.080965109;23.56768827;0.47707415;86.04411561;27.3736495;8.7067396;7.112857279;30.83947464;5.736246307;102.429076;2.021963221;252.9572858;1.589842639;61.44838817;1.766664212;0.008;0;6.861250358;5.484981728;0.041;6.235501179;1.595045175;0;0.528095879;7.824225607;0;9.774502117;2.588962467;0.146;3.505818882;0.279623283;0.164176215;8.427309232;0.013;0.10777397;0.312;0;0.191;0.172955556;0.148;0;77.43106895;1.805313256;0.473395066;0.005;4.28987915;0.676592556;1.534655742;0;0.034;0.123686173;44.78979186;0.379455232;4.519913;0.582656567;0.186625287;17.96138181;0.001;8.691272272;0;1.641;9.343021885;0;0.906852881;0.527;0.377499185;6.557525607;9.423639139;1.304868405;111.6258069;7.369126658;3.504553377;1.45172596;38.17235209;10.14773227;0.082693049;0.908829048;0.214;53.96568192;568.9677527;0.164;0.002;0.026;0.261891789;0.021;0.012;47.84512555;0.895157485;13.41846455;0.027;0.189;7.016;15.5133659;3.928204015;0.037;0.075;70.16906051;56.2489638;1.093223151;0.015;0.011;0.01;0.553581284;0.119;18.93791044;10.59290125;7.241980392;20.48121383;3.183839786;10.32117173;0;0.19281774;0.013;4.705889972;2.674715963;21.61189677;7.881035339;0;0;0.143844286;180.1180622;10.0346442;152.9897591;0.575006798;1279.030622;1.461778606;25.13283444;0.014;25.05228816;4.829532281;0;1.153231061;0.916493131;2.566972525
1982;0.571664989;1.993;10.69132894;0;1.265059654;0;0.08;28.20718805;2.19103652;0.170160592;63.83644591;14.61934692;12.61739315;0.616398859;2.683;2.3341397;0.176;26.40703539;31.96012761;0.047;0.120781849;0.108;0.009;0.13099644;4.403921141;0.3;46.64951503;0.01;0.727273684;24.52079221;0.157;0.043;0.092;113.1154273;0.01;0.039;0.056;5.586755309;438.4784425;12.46705808;0.013;0.366567255;0.014;0.56512598;1.516;4.401257971;9.423401569;2.455027396;0.861682563;48.56352387;31.90286494;0.831595377;14.65186403;0.095;0.011;1.720383645;5.249759382;15.40151951;0.478192773;0.02;0;9.583571518;0.402269021;0.125;0;0.227926684;11.72938729;120.1570564;0.099;0.092;1.785921662;0.044;3.901608777;277.2199492;0.826538041;14.05807073;0.141;0.017;0.186;0.984386587;0.268;0.039;0.383;0.22306299;0.477481648;5.355558621;23.63560532;0.435002516;88.88741105;28.81658835;8.289965976;6.977692878;37.60125174;6.510606189;100.1307401;1.695968493;244.9257073;1.707338141;62.58273;1.264680833;0.007;0;5.756080225;5.586462992;0.043;6.352769908;1.56097765;0;0.163047961;8.342003912;0;9.961761551;2.435637693;0.132;3.220802786;0.276565687;0.161394157;8.362974999;0.013;0.099653804;0.358;0;0.219;0.241;0.137;0;82.94351833;1.83196152;0.434908989;0.005;4.613709206;0.68884565;1.522793426;0;0.034;0.120731671;36.43207627;0.344373899;4.986418752;0.576064892;0.203569366;17.84759101;0.001;8.448687013;0;1.564;10.15000577;0;0.894793914;0.531;0.371841593;6.441075588;9.508331823;1.183915706;114.8936764;7.914813855;3.366514463;1.723768475;38.51349707;10.33422693;0.086940124;0.95493038;0.236;53.31038102;579.6949539;0.166;0.001;0.031;0.292815571;0.018;0.013;43.09314523;0.828759101;12.2756617;0.023;0.151;7.74604523;15.37582184;3.604039958;0.033;0.196;76.54460393;56.93191437;1.219129019;0.018;0.011;0.011;0.510525897;0.119;16.99146962;9.985190094;6.649684314;20.57207937;3.243576371;10.27172662;0;0.223218902;0.012;5.023263025;2.590846081;23.52893718;8.029345463;0;0;0.148661736;183.5327699;10.03077888;149.6289215;0.586326356;1213.770453;1.324733076;25.61035412;0.014;25.43696519;5.005902695;0;1.619433523;0.958182472;2.396249181
1983;0.687760308;2.081;14.32966952;0;1.392067365;0;0.023;28.69597063;2.223735225;0.087452164;61.35163724;14.10159341;12.79950442;0.54977447;2.244;2.234793059;0.187;26.77935001;27.62059008;0.047;0.110374077;0.123;0.008;0.067324179;4.742283195;0.281;45.17540519;0.011;0.746;24.58004995;0.162;0.056;0.1;111.4460978;0.01;0.04;0.056;5.640718954;462.3954179;13.43058068;0.013;0.311804491;0.014;0.570090808;1.233;4.752639523;8.411740791;1.261734316;0.860084087;48.62772432;34.16024675;1.091157185;13.69211602;0.095;0.011;2.146723485;5.322764341;15.55143997;0.514564571;0.017;0;9.720697967;0.500751647;0.133;0;0.193484071;11.3164222;115.4840169;0.105;0.115;1.503435928;0.044;3.957580241;276.0930417;0.993183747;14.95343117;0.099;0.017;0.2;0.862419501;0.26;0.039;0.34;0.241819874;0.539424548;5.707452571;24.25114646;0.42099615;96.21450009;28.70738036;10.49812853;7.022020048;40.82557287;6.470803645;97.81907245;1.758980957;240.4228719;1.992343279;63.41327056;1.254004089;0.006;0;5.879153305;5.664361119;0.049;6.445160378;1.894705237;0;0.192826946;8.227624696;0;10.11445532;2.282759251;0.186;3.468227094;0.177508466;0.156022455;10.38436323;0.014;0.113706737;0.272;0;0.252;0.256;0.163;0;75.75487697;1.902037429;0.468319;0.006;4.810730827;0.533427994;1.570351151;0;0.034;0.134393628;37.48835454;0.314191505;4.912142497;0.544947525;0.262511228;16.2951003;0.001;8.732985853;0;2.054;10.92308638;0;0.949692222;0.548;0.384257275;5.565736285;9.617651468;1.167613895;114.9082338;8.160924266;3.068384435;1.788886377;40.8169809;10.48546485;0.088772195;0.974623012;0.246;54.61693205;587.9173084;0.19;0.001;0.028;0.150489341;0.018;0.015;43.89655081;0.712721257;13.27701459;0.027;0.188;9.115;15.39059638;3.881609237;0.039;0.255;79.67520835;55.52269291;1.325026727;0.014;0.009;0.013;0.374469754;0.074;15.90292446;10.92325638;7.580377018;22.68737619;3.289986249;11.49490446;0;0.170203783;0.013;4.442015631;3.070346104;24.51205903;8.144738831;0;0;0.167452348;186.1151787;9.612569141;148.8769476;0.599427994;1208.890298;1.038083649;25.97700478;0.015;25.3569719;5.259195475;0;1.715501852;0.889947156;2.845277395
1984;0.770070886;2.134;19.36313598;0;1.360766087;0;0.04;29.05341172;2.244652941;0.218379271;64.51151012;14.7964108;12.91572774;0.506;2.511;2.477390857;0.203874266;27.01023357;28.64807326;0.047;0.122351507;0.121;0.014;0.16811711;5.001127438;0.285;45.76507581;0.011;0.523;23.75680464;0.127;0.06;0.112;116.0571316;0.023;0.041;0.059;6.00352583;503.5010951;13.2919048;0.013;0.311;0.006;0.540652155;1.401;5.028769443;8.892110584;3.150712431;0.882793857;50.30066024;36.75262855;1.073045918;13.88004685;0.096;0.012;2.017048187;5.783161231;17.38654804;0.433487756;0.022;0;9.807662325;0.450404319;0.136;0;0.157535148;11.50304061;112.3961808;0.097;0.126;1.631949119;0.047;3.99320296;281.9990664;0.700617434;15.3616076;0.155;0.017;0.216;0.928237075;0.267;0.044;0.383;0.246493198;0.534213244;6.065717097;24.71650684;0.49392635;98.76884653;30.69329674;10.85453103;6.973103139;40.90163948;6.413340253;99.50902247;1.40300303;255.7505163;2.250783957;63.92297429;1.160784315;0.006;0;7.719771175;5.712315063;0.05;6.503564608;1.8322005;0;0.18980144;7.717306535;0;10.21165488;2.45748536;0.165;3.657505041;0.2364552;0.1509104;9.49629708;0.016;0.11867312;0.372;0;0.378;0.238;0.171;0;75.50453002;1.753469389;0.493877436;0.006;4.815838792;0.412353438;1.787267403;0;0.034;0.191436596;39.32119464;0.328098553;5.277460041;0.503830159;0.2704552;18.94265327;0.001;9.243704805;0;2.198;11.61499075;0;0.782574037;0.558;0.406668801;5.63112819;8.414651713;1.099711008;118.0314853;7.858572671;3.356449937;1.652;43.97647221;10.58018797;0.079611838;0.873801481;0.272;51.53292922;593.1384593;0.173;0.001;0.031;0.375791188;0.018;0.014;42.44333974;0.896334078;14.05344034;0.027;0.168;8.725042151;15.932644;4.093980041;0.039;0.195;86.14195439;53.94847173;1.051337699;0.014;0.01;0.018;0.423589528;0.091;15.64085378;10.6792358;8.965340808;23.15875309;3.319029229;12.43334545;0;0.18956902;0.013;4.777404196;3.135514474;25.90230039;8.218166513;0;0;0.158412093;187.7562006;12.59706391;144.4072524;0.640551998;1272.413616;0.938361252;26.21478535;0.015;25.38288475;4.774880356;0;1.93694877;0.765404319;2.696407973
1985;0.955628206;2.149;19.81688549;0;1.276232053;0;0.068;27.4375589;2.418751236;0.255603645;65.77465765;14.8379695;13.92504431;0.412;2.78;2.780884661;0.230816297;29.11010755;28.38550548;0.052;0.187328938;0.123;0.017;0.196773924;5.101432795;0.316;49.12782185;0.013;0.708;24.35080059;0.13;0.063;0.114;115.0978972;0.023;0.044;0.049;5.808885002;545.3283035;13.12213152;0.013;0.348041422;0.006;0.612023679;1.906;5.145856976;8.885383343;3.687774836;0.858349986;49.63294295;39.37901036;0.985782798;16.39337518;0.098;0.013;1.976403755;5.281844411;17.41463779;0.536391453;0.018;0;10.57918316;0.490914371;0.141;0;0.156384102;13.52321943;110.5410444;0.1;0.161;1.719034536;0.047;4.304134742;284.9666907;0.901111887;16.31329874;0.139;0.017;0.22;0.954380075;0.271;0.047;0.387;0.253690038;0.514655737;6.244925037;23.42477551;0.44285893;108.6115644;33.18705874;12.06234644;7.3007107;43.62900167;6.717525405;100.7048012;1.376022093;249.0176891;2.298447765;68.95888926;1.01418096;0.006;0;7.933999692;6.158342095;0.056;7.010545272;2.119250642;0;0.195437848;8.46129298;0;11.00202352;2.520972266;0.2;3.730929936;0.287399172;0.151044959;9.915330462;0.018;0.110639503;0.327;0;0.303;0.179;0.193;0;78.4308147;2.455773039;0.50379209;0.007;4.825812583;0.30975553;1.82192051;0;0.034;0.184502801;40.11462912;0.39600309;5.965598713;0.541712792;0.271396955;19.0054477;0.001;8.828243683;0;2.352223285;12.77662281;0;0.744230321;0.58;0.422432962;5.309668767;7.61439226;1.121658837;121.3176475;7.404385967;3.378222741;1.766;46.18167059;11.3987629;0.092519615;1.015383838;0.271;52.92219561;639.6824027;0.168;0.001;0.035;0.439847595;0.021;0.015;47.05818619;0.723390894;14.36198403;0.041;0.181;8.842;15.72524676;4.176119628;0.041;0.234;88.39792977;54.56642885;1.068931712;0.014;0.009;0.018;0.435550228;0.12;17.02074459;10.85723185;8.021118162;23.12290588;3.577314128;13.16331054;0;0.179866482;0.013;5.655862547;3.239884635;28.83797921;8.857086239;0;0;0.168371837;202.5623892;13.55145602;152.7367154;0.638073212;1269.808403;0.896240185;28.25517863;0.033;27.57273774;5.758029157;0;2.339891183;0.745832881;2.787584271
1986;0.855252427;2.197;20.76429809;0;1.264694187;0;0.068;28.42523609;2.303304979;0.049;65.42940841;14.6639006;14.50172006;0.385;3.003;3.112938523;0.249838244;33.02743464;27.93852598;0.056;0.170306369;0.115;0.015;0.037722163;5.327559309;0.291;53.84622164;0.015;0.627;24.88326108;0.131;0.064;0.118;110.4552265;0.016;0.044;0.051;6.008013419;574.2940376;13.30630058;0.012;0.289949031;0.006;0.703475497;1.522;5.399570569;9.155772856;0.706957709;0.984188574;49.98596931;42.80439217;0.913117734;16.07727941;0.103;0.013;2.216446103;4.146851727;20.30373855;0.536980397;0.022;0;10.5788321;0.599139269;0.134;0;0.163233055;14.52357142;106.4915816;0.1;0.166;1.351190238;0.044;4.249828097;285.8820698;0.827058867;15.90459147;0.089;0.018;0.234;1.000162491;0.272;0.05;0.285;0.226588892;0.49808337;6.966680681;22.71855666;0.485869362;116.4569747;33.34226904;12.89016186;7.792113008;40.28477481;7.191117749;99.12325899;1.241041409;248.9792393;2.501378908;70.33137186;1.111615945;0.005;0;9.615247087;6.148556942;0.057;6.413029531;2.041061241;0;0.197292176;9.250953351;0;9.796831474;2.486669458;0.239;3.896465701;0.310343145;0.149686289;10.94483764;0.022;0.103605887;0.405;0;0.347;0.102;0.218;0;80.07974727;2.618761468;0.526144589;0.008;5.099331291;0.266686289;1.84398079;0;0.044;0.190233055;39.30523533;0.382320406;6.262549569;0.615595426;0.245345804;19.97603017;0.001;9.513265508;0;2.681462914;13.38936172;0;0.746384971;0.563;0.451593613;5.942987828;7.921598493;1.027205303;123.3211436;8.248127945;3.620901287;0.544;48.26441102;11.10652844;0.096516862;1.059873733;0.294;55.03311572;639.7717685;0.163;0.001;0.036;0.084320128;0.022;0.014;55.84164385;0.719553937;15.00922177;0.045;0.184;9.307;15.84014708;4.361377819;0.042;0.252;90.20914001;51.61371844;0.998990576;0.016;0.013;0.018;0.479510928;0.125;16.92406638;11.53017847;8.480689895;25.74269394;3.448474914;13.43432629;0;0.231417881;0.013;4.736584693;3.273023342;31.55509746;9.754326076;0;0;0.191554388;201.766278;12.83572209;155.173028;0.621613785;1272.753178;0.863789801;27.20908092;0.016;29.81436367;5.618085712;0;2.235819129;0.782088301;3.566600148
1987;0.849843365;2.03;22.89396894;0;1.579156322;0;0.075;31.3529554;2.284193206;0.122;69.83131445;15.65881946;13.76575056;0.388;3.117;3.220449579;0.256836597;30.47279246;27.9991028;0.062;0.129283799;0.156;0.028;0.033535867;5.201006935;0.338;56.17872702;0.017;0.905;24.91079561;0.141;0.068;0.119;117.6261077;0.022;0.071;0.054;6.113377421;616.1950162;13.68012696;0.013;0.360287117;0.006;0.743411908;2.006;5.27097957;9.261261477;0.628501606;1.142181742;49.39075621;47.93085638;1.041447366;15.92425591;0.106;0.013;2.643910916;4.099959337;20.36395214;0.658977068;0.027;0;10.33362624;0.697156322;0.136;0;0.128819698;15.7023472;105.7727739;0.114;0.167;1.094291044;0.049;4.291593266;281.7802517;0.890724665;17.07869303;0.064;0.02;0.25;1.069432195;0.271;0.053;0.357;0.245303859;0.58520497;7.665296054;22.96301079;0.5035646;124.388271;33.80962786;14.24229984;8.249545734;43.27582451;7.387804597;103.7386949;1.468077285;246.3237854;2.594437386;69.98917309;1.385354382;0.006;0;8.563825842;5.929619467;0.058;5.251793723;2.093439916;0;0.207003927;8.828674377;0;9.816351791;2.405092776;0.265;3.804134995;0.350004799;0.147574234;11.15657313;0.022;0.09757227;0.506;0;0.421;0.885;0.254;0;83.52130549;2.860948666;0.51367706;0.008;5.432555759;0.266579534;1.349180498;0;0.043;0.234901707;41.34289224;0.396967236;6.595322377;0.66347806;0.272287117;16.10928788;0.001;9.083035475;0;2.56599238;14.46192802;0;0.867781919;0.637;0.512183069;7.012465886;8.868933074;1.094923987;126.5645848;8.514831807;3.130602153;0.503;50.75863874;10.52406601;0.076114246;0.835475731;0.32;57.75973594;642.869945;0.166872112;0.001;0.04;0.074962527;0.022;0.014;51.97785956;0.661728592;14.65313044;0.055;0.136;8.682;15.64900184;4.251172373;0.044;0.271;89.70955807;51.72162948;1.09904944;0.015;0.014;0.021;0.479471628;0.119;16.29222396;10.97304712;9.809734495;26.79370755;3.309218165;15.36740321;0;0.252449811;0.015;4.773216759;3.183227699;35.05518193;9.919066649;0;0;0.209763775;200.1191988;12.95042395;156.022816;0.646154358;1317.043573;0.966848505;27.14321769;0.013;30.20227469;6.358324262;0;2.35443523;0.729738445;4.140312796
1988;0.779720503;1.998;22.84608108;0;1.378085626;0;0.078;33.13448207;2.572325749;0.167;71.20423463;14.44793154;14.00846098;0.42;3.314017192;3.678613709;0.257856848;31.1966831;27.22238528;0.068;0.138659834;0.176;0.03;0.033035332;5.366627698;0.355;56.65835446;0.018;1.559;23.72088615;0.151;0.062;0.123;124.3638403;0.02;0.063;0.018;7.256155244;662.0888518;14.19689184;0.014;0.407462178;0.006;0.793100906;2.403;5.464949195;9.720646059;0.619120985;1.145622046;48.5381331;54.80571259;1.085696595;15.04156089;0.095;0.015;2.658230051;4.685752292;20.28097112;0.664047066;0.029;0;10.34924484;0.720541981;0.144;0;0.15004506;14.20799168;105.1654679;0.141;0.157;1.179231921;0.05;4.452816467;280.8471969;0.93100416;18.30018384;0.149;0.026;0.275;1.11224816;0.28;0.059;0.383;0.275018826;0.672753132;7.992571293;21.30316271;0.502488752;134.3187199;36.22303796;18.32080418;8.156014573;47.80095742;8.106605639;105.3390451;1.235121272;268.9585902;2.504643076;74.57081071;1.280010815;0.006;0;8.958818523;5.926076133;0.058;5.122592766;2.004818591;0;0.22084705;9.869094867;0;9.895904083;2.483550892;0.263;3.925374005;0.350926574;0.146615961;11.7001103;0.026;0.104538654;0.549;0;0.445;0.869;0.233;0;83.42400671;3.136701978;0.530048114;0.008;5.712556766;0.274615961;1.115353668;0;0.043;0.26636736;39.73873972;0.409726746;6.945779994;0.611360693;0.269384871;19.21979969;0.001;9.736842219;0;2.87024451;15.72253745;0;0.7954872;0.6;0.585081434;6.828096363;10.23054175;1.169972047;121.2418037;8.888524792;3.247178177;0.587871424;57.7749093;10.83722844;0.110090847;1.20899963;0.367;57.9207656;663.4681902;0.188948594;0.002;0.045;0.073843683;0.023;0.013;55.19975836;0.739849545;15.13654245;0.054;0.125;9.629;15.36073372;4.406262105;0.043;0.273923525;93.53061787;53.89134683;0.943405536;0.018;0.018;0.018;0.511432328;0.119;15.67279535;11.09782338;10.01067596;30.86116246;3.530802148;18.06846961;0;0.262950126;0.019;4.3212611;3.377959852;34.04134989;10.12667025;0;0;0.235500714;198.1028021;13.12652793;155.6478527;0.620001664;1378.404034;1.306215335;29.74914737;0.018;31.59163606;6.297089496;0;2.60650438;0.8485321;4.374852873
1989;0.754600172;2.45;21.78173199;0;1.343545235;0;0.078;31.93788809;2.599062327;0.177;75.73717101;14.65510083;14.02080497;0.531;3.197801814;3.652391597;0.269837785;29.70463066;29.14631157;0.082;0.155612547;0.213;0.017;0.062885439;5.350136667;0.39;57.89592854;0.018;1.731;23.60322796;0.224;0.073;0.123;126.3332833;0.022;0.068;0.028;8.734366116;672.3947509;14.40851695;0.014;0.408195209;0.006;0.800585437;2.256;5.45293655;9.748651439;1.178547109;1.208988783;46.29443377;58.15270718;1.187770763;13.32118762;0.106;0.016;2.799646088;5.500466647;19.62460756;0.695209007;0.032;0;10.60845853;0.762585628;0.158;0;0.170633794;14.31439135;109.012899;0.183;0.148;1.571360197;0.049;4.419347319;275.3254208;0.899295948;19.98657277;0.129;0.028;0.294;1.143055372;0.285;0.063;0.323;0.2792357;0.7315157;8.226304272;20.71975983;0.517591961;147.6895819;35.93709726;19.71665535;8.204448411;51.90988541;8.568300111;110.4645017;1.835177635;278.8432695;2.478098826;72.10897468;1.38877703;0.006;0;9.763003522;5.745272031;0.063;4.876859929;2.107197266;0;0.180020148;10.11695455;0;10.00307798;2.687302758;0.281;3.913392997;0.252674881;0.152350123;13.66917838;0.034;0.113505037;0.592;0;0.388;0.765;0.287;0;88.28611372;2.854533982;0.528430303;0.008;6.18467901;0.282350123;1.207778112;0;0.043;0.243876729;44.12233502;0.447466434;6.946835607;0.40074142;0.283340049;11.49546586;0.001;9.343316859;0;2.725354002;16.46195852;0;0.685118225;0.555;0.606828005;5.939439881;10.61859674;1.356016989;115.2224612;11.1414362;3.900755923;2.068147687;61.22291077;10.56090334;0.08535788;0.936354643;0.379;58.29680415;655.1060112;0.186748856;0.002;0.045;0.140567452;0.023;0.013;55.51962089;0.99942064;15.10782686;0.064;0.102;11.191;14.64869935;4.384482842;0.044;0.259845086;93.0001346;61.37702358;0.940778112;0.018;0.028;0.021;0.505393028;0.119;15.15304982;10.75848156;9.35351548;33.5991165;3.48627992;21.22932426;0;0.279525816;0.019;4.395476696;3.586366576;37.54638311;10.25517689;0;0;0.218473877;186.3037388;14.78879221;158.7271016;0.589955898;1400.690851;1.324410017;29.98556438;0.017;29.63184658;4.748337664;0;2.711532017;0.70142064;4.397831206
1990;0.710490721;1.486;20.94367586;0.111;1.389155004;0.014;0.06;30.58927074;2.446029115;0.133;76.24586289;16.95962409;14.02303393;0.552;3.385856201;3.843230446;0.292052871;28.31810831;32.83512846;0.085;0.172118528;0.137;0.035;0.067344754;5.271346803;0.737;59.67740175;0.018;1.689;20.93305081;0.159;0.057;0.344;125.0020218;0.026;0.05;0.103;8.976887182;678.1809007;15.52886002;0.018;0.275083922;0.011;0.795036747;1.305;6.271213352;8.091817788;1.262119914;1.269563431;44.81515002;32.30865687;1.159652091;14.62156273;0.075;0.016;2.438869277;4.491763202;20.52880275;0.675510572;0.017;0;10.27561115;0.815094818;0.192;0;0.219628157;15.54813852;107.1879811;0.193683134;0.12;1.223997055;0.054;4.351896517;287.2480445;1.034629417;22.76898247;0.170443777;0.029;0.359214651;1.357053709;0.274;0.047;0.308;0.271560241;0.659589724;7.409304087;19.98512547;0.608194494;157.8924463;41.01655094;13.38893249;8.991158198;57.29905408;9.777390771;119.9644582;2.054357202;316.0500565;2.859285714;76.81797554;1.552185808;0.006;0;10.31851448;5.286301107;0.14;5.366107774;2.147433208;0.402;0.127490135;9.965551753;0.054303473;9.761936124;3.226893516;0.282;3.871294592;0.253722615;0.202028275;14.81150764;0.047;0.115240872;0.657331694;0;0.461686541;0.233;0.399;0.018017036;86.52902709;2.699231987;0.522745703;0.008;6.085698097;0.269851443;1.156036859;0;0.034;0.196898415;44.1612765;0.430228009;7.000357289;0.557845584;0.164240872;10.60515253;0.002;9.578875546;0.235;3.062893249;18.51183649;0;0.718340361;0.588;0.582871179;5.840828418;11.28534393;1.563132175;102.8405566;12.3727926;3.114409498;0.710915195;68.35943195;9.998319659;0.118418445;1.301551624;0.338945485;46.6375534;689.2789167;0.142976125;0.002;0.049;0.150535332;0.024;0.013;56.90420013;0.856660483;15.40617678;0.041;0.141;11.88198004;16.7782094;4.11652758;0.04;0.199481743;85.41830445;63.09884318;1.045529393;0.029;0.025;0.022;0.474172516;0.262;15.66002668;12.05042807;10.11062637;33.86080786;3.298041147;23.99454027;0;0.266824126;0.021;4.634596928;3.582446468;41.3505643;8.560363767;0.008;0.003;0.207656904;192.6391899;14.11129199;163.8493148;0.576503534;1395.593525;1.082775342;28.25211773;0.018;33.24864513;5.812949606;0;2.59830361;0.656963045;4.244430507
